,customer_id,gender,age,email,phone_number,address,city,state,zip_code,residence_type,transaction_id,transaction_date,product_category,product_name,quantity,unit_price,discount,cost,revenue,payment_method,card_type,shipping_address,shipping_method,delivery_status,customer_satisfaction,returned_item,store_location,promo_code_used,profit
27,4674,m,thirty,alex778@outlook.com,123-456-7890,9533 Pine Rd,San Diego,NC,50751,,TXN003674,2025-10-26,,Product_2,3,37.86,0.38,89.77,661.21,Check,Visa,7954 Oak Ave,,Cancelled,excellent,Yes,Online,,571.44
28,2698,FEMALE,,sarah555@hotmail.com,678-126-2930,8118 Cedar Blvd,San Diego,TX,19472,OWN,TXN001698,2025-06-22,Toys,Product_89,one,325.29,0.16,340.97,348.9,DC,,7709 Main St,Standard,Delivered,0,True,,InvalidCode,
29,8690,MALE,40+,invalid_email,123-456-7890,8003 Main St,Philadelphia,MI,95073,Lease,TXN002690,2025-02-28,Toys,Product_71,three,408.71,0.28,220.06,revenue_missing,DC,Amex,2524 Cedar Blvd,EXP,,4,yes,,,
30,1347,f,40+,sarah736@outlook.com,474-335-9638,4219 Pine Rd,New York,OH,98051,Rent,TXN000347,2025-01-05,,Product_33,,272.68,0.39,14.73,514.13,PayPal,Visa,1732 Cedar Blvd,,Returned,0,,Store B,,499.4
31,8145,Unknown,25,alex52@yahoo.com,220-327-4657,5467 Cedar Blvd,San Antonio,CA,55900,OWN,TXN002145,2024-12-29,,Product_30,two,7.26,0.23,170.65,298.42,Credit Card,Mastercard,6894 Maple Ln,Overnight,Returned,,Yes,store a,,127.77000000000001
32,1081,F,62,sarah124@gmail.com,905-952-4589,8560 Cedar Blvd,San Diego,PA,61414,Lease,TXN000081,2025-03-02,Sports,Product_44,4,327.81,0.04,292.08,85.56,Bank Transfer,,5784 Oak Ave,EXP,PENDING,10,no,store a,,-206.51999999999998
33,1297,m,thirty,alex819@yahoo.com,261-959-9153,Unknown,New Yrok,FL,24167,Rent,TXN000297,2024-11-17,Clothing,Product_5,,76.33,0.26,136.65,636.62,Check,,3195 Maple Ln,standard,,10,No,Store B,,499.97
34,5760,F,,lisa417@gmail.com,961-673-8617,3618 Main St,Philadelphia,CA,58130,Other,TXN004760,2025-10-30,Toys,Product_85,two,price,0.23,98.17,366.13,CASH,master,4003 Oak Ave,Standard,Cancelled,5,N,Store A,,267.96
35,3988,f,,mike122@hotmail.com,396-506-1620,Unknown,New York,MI,20782,rent,TXN002988,11/09/2025,Toys,Product_10,one,481.78,0.34,339.34,160.3,Credit Card,Mastercard,5436 Cedar Blvd,Express,delivered,bad,No,,FREESHIP,-179.03999999999996
36,2075,F,40+,emma711@outlook.com,123-456-7890,5039 Maple Ln,San Diego,FL,78409,Own,TXN001075,2025-04-17,Electrnics,Product_28,two,169.26,0.31,203.88,254.55,Cash,Amex,9975 Oak Ave,standard,Returned,excellent,False,Website,,50.670000000000016
37,4476,Unknown,25,lisa103@yahoo.com,128-921-9186,Unknown,New York,TX,00000,OWN,TXN003476,2024-10-31,Sports,Product_38,three,132.75,,306.66,522.41,Credit Card,Amex,1382 Pine Rd,,Delivered,excellent,True,Store A,,215.74999999999994
38,4286,Male,25,jane312@outlook.com,289-134-6154,8027 Cedar Blvd,Philadelphia,FL,11888,Other,TXN003286,2025-07-17,Unknown,Product_64,5,440.34,0.16,353.07,83.8,DC,Visa,Same as billing,standard,PENDING,excellent,no,store a,,-269.27
39,3813,Female,18-25,emma396@gmail.com,806-251-7631,8222 Maple Ln,New Yrok,NY,44064,Lease,TXN002813,2026-05-22,Toys,Product_96,,215.0,0.27,88.7,682.95,DC,Amex,8172 Pine Rd,Overnight,,3,Yes,Mobile App,,594.25
40,2339,M,25,john270@yahoo.com,832-870-7187,408 Pine Rd,Houston,TX,00000,OWN,TXN001339,28/10/2025,Home,Product_93,5,227.69,0.25,65.87,revenue_missing,Debit Card,,8354 Main St,Standard,Pending,excellent,Yes,,InvalidCode,
41,2243,m,55,john416@hotmail.com,749-711-9331,3462 Pine Rd,New Yrok,OH,37178,Own,TXN001243,2026-05-25,Home,Product_4,-1,121.47,0.21,67.32,495.11,CASH,master,8867 Main St,EXP,Cancelled,3,Yes,store a,SAVE10,427.79
42,5916,Male,thirty,david413@outlook.com,436-782-7318,4305 Main St,New York,NC,98359,Other,TXN004916,2025-09-18,Home,Product_26,-1,440.67,0.02,309.43,224.92,CC,Mastercard,5432 Oak Ave,Express,Returned,2,False,Store A,,-84.51000000000002
43,5129,MALE,40+,lisa520@outlook.com,495-465-8221,5280 Pine Rd,San Diego,NC,93457,With Parents,TXN004129,2025-03-09,Unknown,Product_4,three,35.56,0.31,266.55,516.51,Debit Card,master,4512 Main St,standard,Cancelled,0,N,Store A,InvalidCode,249.95999999999998
44,4221,f,,emma344@gmail.com,950-953-2717,2447 Oak Ave,San Diego,CA,25105,OWN,TXN003221,2025-05-13,Unknown,Product_66,three,311.18,0.14,147.74,343.7,Debit Card,,9596 Pine Rd,Standard,Returned,0,N,Online,,195.95999999999998
45,5000,Female,,sarah46@yahoo.com,452-667-3516,4307 Oak Ave,Philadelphia,CA,19393,With Parents,TXN004000,2026-05-20,Electrnics,Product_30,10,435.41,0.32,375.58,176.85,paypal,VISA,1998 Pine Rd,Express,Delivered,excellent,,Online,,-198.73
46,1469,Female,40+,alex225@yahoo.com,794-733-2570,3919 Pine Rd,New York,TX,92938,With Parents,TXN000469,2025-01-20,Clothing,Product_39,2,61.13,0.02,382.6,365.19,Bank Transfer,Visa,Same as billing,standard,,5,no,Store A,SAVE10,-17.410000000000025
47,5039,f,18-25,emma395@hotmail.com,682-457-8906,1671 Maple Ln,Phoenix,MI,32538,,TXN004039,2026-04-30,,Product_48,three,421.88,0.26,238.19,309.5,PayPal,Amex,209 Pine Rd,,PENDING,,Yes,store a,SAVE10,71.31
48,1241,U,40+,lisa50@yahoo.com,149-951-2039,6626 Maple Ln,Houston,FL,53152,With Parents,TXN000241,2026-01-01,Clothing,Product_98,3,12.02,0.21,190.25,revenue_missing,CASH,VISA,8411 Main St,EXP,PENDING,excellent,yes,store a,,
49,1801,U,,mike958@hotmail.com,388-222-7645,6421 Maple Ln,New York,MI,54359,Rent,TXN000801,2024-06-25,Unknown,Product_89,,52.36,0.12,-10.0,revenue_missing,Cash,,Same as billing,,Delivered,excellent,,Store B,,profit_error
50,1655,MALE,105,sarah317@yahoo.com,834-152-5812,8594 Maple Ln,Los Angeles,FL,32098,Rent,TXN000655,2025-09-10,Beauty,Product_85,,444.75,0.22,89.83,494.8,PayPal,VISA,Same as billing,,Delivered,0,No,store a,,404.97
51,5968,,18-25,john965@hotmail.com,521-305-3192,5659 Oak Ave,New Yrok,MI,60858,Other,TXN004968,2025-05-26,Sports,Product_97,3,172.93,0.09,298.66,187.59,,Amex,4975 Maple Ln,,delivered,1,yes,Online,,-111.07000000000002
52,5447,M,25,david620@hotmail.com,986-268-3591,7100 Pine Rd,Los Angeles,CA,00000,Rent,TXN004447,2024-10-05,,Product_47,3,137.76,0.28,131.09,revenue_missing,Credit Card,VISA,981 Oak Ave,Overnight,delivered,,False,,InvalidCode,
53,5980,,,lisa262@hotmail.com,607-138-3802,2363 Maple Ln,San Diego,GA,22177,Other,TXN004980,2024-11-27,Beauty,Product_75,two,198.47,0.22,127.19,revenue_missing,CC,Amex,4358 Cedar Blvd,Overnight,Cancelled,2,Y,Store B,FREESHIP,
54,3219,U,40+,sarah639@yahoo.com,873-659-7230,Unknown,Phoenix,NC,20424,Other,TXN002219,2026-04-14,Books,Product_43,2,38.3,0.23,-10.0,428.64,PayPal,master,5318 Main St,EXP,Returned,,no,Online,,438.64
55,2993,Male,88,emma330@outlook.com,237-594-5613,5749 Main St,San Antonio,PA,57022,,TXN001993,2024-12-06,Unknown,Product_47,1,361.03,0.09,335.83,135.95,Credit Card,Amex,6066 Pine Rd,Express,Cancelled,4,No,Online,,-199.88
56,5744,f,67,jane494@hotmail.com,401-818-5269,8825 Cedar Blvd,Philadelphia,MI,68937,,TXN004744,2024-11-29,Home,Product_49,0,314.7,0.17,270.99,528.75,PayPal,VISA,3951 Pine Rd,,delivered,,yes,Store A,,257.76
57,1466,FEMALE,thirty,david860@outlook.com,997-600-8649,9792 Cedar Blvd,Philadelphia,GA,87456,With Parents,TXN000466,2025-11-02,Electronics,Product_100,1,282.51,0.26,306.83,71.57,PayPal,VISA,4357 Cedar Blvd,Pickup,PENDING,0,Y,Store A,,
58,1427,f,,david929@hotmail.com,313-881-7719,4367 Oak Ave,San Antonio,OH,16716,Lease,TXN000427,2024-07-27,Electrnics,Product_32,2,457.05,,221.92,revenue_missing,Cash,Discover,3937 Oak Ave,,Cancelled,1,no,,,
59,3183,Male,,emma476@gmail.com,152-354-5902,5911 Main St,Phoenix,CA,94115,rent,TXN002183,2026-01-06,Home,Product_51,10,61.58,0.1,87.57,333.89,CASH,Visa,7268 Maple Ln,Standard,Delivered,5,,Store A,,246.32
60,5852,U,16,john966@outlook.com,123-456-7890,1599 Maple Ln,San Antonio,IL,68235,With Parents,TXN004852,2025-04-24,Electrnics,Product_47,10,51.54,,310.52,770.6,Cash,VISA,6656 Oak Ave,EXP,Delivered,3,no,Store A,,460.08000000000004
61,5056,Unknown,40+,invalid_email,236-946-3226,Unknown,New York,NY,19162,OWN,TXN004056,2025-09-19,Electronics,Product_54,one,145.19,0.23,156.91,607.84,CASH,VISA,3833 Pine Rd,standard,Shipped,excellent,True,Website,,450.93000000000006
62,1927,m,40+,mike969@yahoo.com,991-957-7750,9374 Cedar Blvd,Houston,MI,51039,With Parents,TXN000927,2025-07-03,Books,Product_83,one,57.41,0.1,284.85,47.15,Credit Card,,3483 Oak Ave,Express,Returned,4,yes,Mobile App,,-237.70000000000002
63,5678,F,105,lisa244@hotmail.com,894-730-8113,5115 Cedar Blvd,Phoenix,GA,31992,With Parents,TXN004678,2025-07-02,Electrnics,Product_17,4,188.04,0.33,298.82,719.25,CASH,VISA,8041 Pine Rd,Pickup,Pending,4,Yes,Online,,420.43
64,5551,MALE,,david333@gmail.com,822-622-2876,236 Pine Rd,Los Angeles,MI,73111,Rent,TXN004551,2025-10-26,Toys,Product_35,3,231.97,0.17,212.82,570.13,PayPal,VISA,5892 Pine Rd,Pickup,Returned,5,True,Website,,357.31
65,5267,Male,18-25,sarah422@outlook.com,400-877-6022,2166 Oak Ave,Los Angeles,CA,78750,Other,TXN004267,2025-10-09,Clothing,Product_65,1,195.38,0.14,192.49,592.01,DC,,9661 Oak Ave,Standard,delivered,,,,,399.52
66,5553,FEMALE,,lisa992@outlook.com,447-997-5295,359 Cedar Blvd,Philadelphia,OH,11101,rent,TXN004553,2024-08-27,Beauty,Product_4,-1,50.77,0.32,204.78,446.74,CC,Visa,8490 Main St,EXP,,,No,store a,WELCOME20,241.96
67,9943,f,40+,mike967@hotmail.com,375-221-2959,7792 Pine Rd,San Diego,OH,82844,Rent,TXN003943,2025-08-07,Clothing,Product_100,1,127.59,0.19,194.46,416.91,PayPal,,500 Main St,standard,Delivered,good,,Store B,WELCOME20,222.45000000000002
68,4085,F,,mike927@gmail.com,635-739-9586,6508 Pine Rd,Philadelphia,MI,69480,,TXN003085,2024-11-03,Electrnics,Product_7,10,337.65,0.32,125.01,14.68,Bank Transfer,master,5481 Maple Ln,standard,Returned,4,No,Website,,-110.33000000000001
69,2919,Male,thirty,lisa31@gmail.com,619-588-8159,8705 Maple Ln,Chicago,GA,75248,,TXN001919,2026-05-30,Clothing,Product_92,0,440.72,0.07,-10.0,592.67,Cash,Discover,9538 Main St,Overnight,Pending,good,No,store a,,602.67
70,1839,U,105,sarah748@gmail.com,624-981-1327,2883 Oak Ave,Houston,OH,00000,Own,TXN000839,2025-08-06,Electrnics,Product_86,2,238.11,0.38,278.72,388.15,Check,master,8811 Maple Ln,Express,delivered,good,N,Mobile App,,109.42999999999995
71,5786,Unknown,,david460@gmail.com,598-534-6781,6320 Oak Ave,New Yrok,CA,80244,rent,TXN004786,2024-08-17,Toys,Product_85,one,243.24,0.38,-10.0,321.26,Cash,Visa,799 Main St,Standard,Returned,,True,store a,EXPIRED,331.26
72,1554,FEMALE,,mike817@hotmail.com,629-961-6755,49 Cedar Blvd,Phoenix,IL,15942,With Parents,TXN000554,2025-01-22,Unknown,Product_94,one,265.17,,-10.0,306.35,,,8802 Cedar Blvd,Overnight,PENDING,2,False,Mobile App,,316.35
73,2104,M,18-25,david661@yahoo.com,328-729-8478,1046 Main St,Los Angeles,OH,00000,Lease,TXN001104,2026-05-01,Electrnics,Product_61,one,303.52,0.1,376.46,684.55,CC,Amex,3673 Oak Ave,EXP,PENDING,5,No,Mobile App,EXPIRED,308.09
74,3288,Male,,sarah392@gmail.com,123-456-7890,4567 Maple Ln,San Diego,GA,45309,,TXN002288,2025-01-30,Electronics,Product_27,3,124.46,,84.4,321.04,Check,master,3075 Main St,Overnight,Returned,4,no,Mobile App,FREESHIP,236.64000000000001
75,4351,MALE,105,mike604@yahoo.com,808-725-2337,7382 Pine Rd,Houston,TX,21156,Rent,TXN003351,2024-09-13,Toys,Product_89,one,365.24,0.35,336.73,revenue_missing,Cash,,6711 Pine Rd,Express,Pending,bad,N,Store A,,
76,5539,,,john261@hotmail.com,123-456-7890,Unknown,New York,OH,20630,Other,TXN004539,2026-03-22,,Product_47,-1,price,0.06,224.69,159.5,Check,master,5169 Main St,Standard,Delivered,,no,store a,,-65.19
77,5338,FEMALE,21,invalid_email,134-279-2447,4068 Pine Rd,San Antonio,CA,21355,Lease,TXN004338,2026-06-16,Beauty,Product_56,one,312.26,,320.91,88.88,CASH,VISA,7927 Oak Ave,Overnight,,5,no,store a,,-232.03000000000003
78,1502,MALE,,mike28@gmail.com,410-858-9599,9496 Cedar Blvd,Phoenix,CA,69040,With Parents,TXN000502,2026-01-08,Cloth,Product_54,one,159.89,0.23,64.64,733.05,Bank Transfer,Mastercard,6418 Main St,Pickup,,,No,,FREESHIP,668.41
79,1440,Female,18-25,invalid_email,123-456-7890,1698 Main St,San Diego,PA,21146,Other,TXN000440,2024-12-06,Clothing,Product_77,2,275.27,0.29,396.22,322.77,CASH,,Same as billing,,,5,,Website,,-73.45000000000005
80,4572,Male,,invalid_email,455-654-7497,8198 Pine Rd,Chicago,NC,44729,,TXN003572,2025-08-26,Toys,Product_22,2,155.75,0.29,209.14,249.52,Debit Card,VISA,Same as billing,,Cancelled,5,yes,Online,,40.380000000000024
81,2224,FEMALE,thirty,alex40@outlook.com,473-921-4406,5934 Cedar Blvd,Philadelphia,PA,58622,OWN,TXN001224,2025-03-10,Toys,Product_18,3,274.05,0.03,297.11,64.83,CC,VISA,8976 Cedar Blvd,EXP,Shipped,4,no,store a,,-232.28000000000003
82,5632,,86,alex107@outlook.com,123-456-7890,2623 Maple Ln,Chicago,CA,00000,,TXN004632,2025-01-23,Home,Product_77,two,499.66,0.21,329.85,780.54,Cash,Mastercard,Same as billing,,Shipped,5,Y,Mobile App,,450.68999999999994
83,1587,MALE,thirty,david602@hotmail.com,229-927-1908,389 Oak Ave,Phoenix,NY,94881,OWN,TXN000587,2025-11-29,Sports,Product_24,,448.01,0.37,271.49,261.66,CC,,3223 Oak Ave,Pickup,Shipped,3,True,Store B,,-9.829999999999984
84,5836,F,25,invalid_email,258-778-7699,6582 Maple Ln,San Antonio,CA,48418,Rent,TXN004836,2024-12-13,Electronics,Product_23,-1,price,0.28,85.66,174.22,CC,Mastercard,5507 Cedar Blvd,Overnight,Cancelled,5,no,Store B,SAVE10,88.56
85,3276,F,thirty,invalid_email,327-772-4263,6880 Pine Rd,Chicago,PA,49023,rent,TXN002276,2024-09-21,Books,Product_5,2,484.24,0.26,36.7,423.44,Check,,7722 Main St,Express,delivered,bad,no,Website,,386.74
86,5419,Unknown,18-25,invalid_email,872-103-6584,4027 Cedar Blvd,San Diego,IL,64050,Lease,TXN004419,2024-12-04,Electronics,Product_73,1,346.82,0.12,110.27,revenue_missing,CC,Discover,3378 Pine Rd,Standard,PENDING,1,True,,,profit_error
87,5088,Male,thirty,alex331@yahoo.com,123-456-7890,5225 Oak Ave,Chicago,CA,60160,Rent,TXN004088,2026-03-27,Clothing,Product_89,-1,234.54,0.29,142.07,346.42,CASH,Amex,9244 Oak Ave,EXP,,,Y,,WELCOME20,204.35000000000002
88,3349,f,105,alex607@yahoo.com,475-238-7506,2649 Maple Ln,Phoenix,PA,40310,With Parents,TXN002349,2025-03-23,,Product_42,10,447.51,0.28,397.62,739.16,,VISA,2439 Cedar Blvd,Overnight,,4,no,Store A,,341.53999999999996
89,5294,F,66,emma243@outlook.com,123-456-7890,8485 Pine Rd,Phoenix,MI,72819,Lease,TXN004294,2026-01-05,Sports,Product_61,one,314.45,0.16,89.13,72.15,DC,VISA,6738 Main St,EXP,Delivered,2,Y,,FREESHIP,-16.97999999999999
90,5514,Unknown,25,john261@hotmail.com,563-131-6124,3110 Main St,Chicago,OH,81272,With Parents,TXN004514,16/08/2024,Electronics,Product_35,-1,473.71,0.05,149.86,348.09,CASH,Mastercard,1989 Cedar Blvd,,Shipped,5,Yes,store a,InvalidCode,198.22999999999996
91,5041,Female,18-25,alex879@gmail.com,106-602-4232,Unknown,New York,NC,55680,With Parents,TXN004041,19/10/2024,Beauty,Product_1,3,197.0,0.07,345.34,523.23,PayPal,,Same as billing,,Pending,good,No,Online,,177.89000000000004
92,1030,m,,lisa980@gmail.com,781-515-7749,2189 Oak Ave,Los Angeles,GA,15441,Lease,TXN000030,2026-06-22,,Product_22,-1,328.43,0.35,53.75,387.28,,VISA,Same as billing,Express,Returned,good,Yes,store a,,333.53
93,4211,f,40+,emma847@outlook.com,481-883-1726,9403 Main St,San Diego,TX,00000,OWN,TXN003211,2024-09-18,Toys,Product_3,4,50.36,0.39,32.0,154.83,Debit Card,Mastercard,4547 Cedar Blvd,EXP,Returned,0,False,Website,InvalidCode,122.83000000000001
94,1678,Unknown,40+,lisa844@gmail.com,354-865-5472,7751 Cedar Blvd,Phoenix,MI,37581,OWN,TXN000678,2024-12-10,Cloth,Product_85,three,185.55,0.19,175.62,798.22,Bank Transfer,,970 Oak Ave,EXP,,2,False,Online,,622.6
95,4887,f,105,emma465@hotmail.com,283-504-9447,319 Pine Rd,Philadelphia,MI,97608,Lease,TXN003887,2026-01-15,Toys,Product_18,one,135.24,0.28,235.86,223.13,paypal,Amex,1977 Maple Ln,standard,PENDING,2,,Website,,-12.730000000000018
96,2481,MALE,25,sarah32@hotmail.com,340-154-9102,9588 Maple Ln,Los Angeles,OH,71385,Lease,TXN001481,2025-05-06,Clothing,Product_76,1,275.66,0.29,148.76,533.69,Credit Card,Discover,Same as billing,standard,delivered,3,Y,Mobile App,WELCOME20,384.93000000000006
97,1473,Female,105,david259@yahoo.com,534-620-6575,2962 Main St,Chicago,NY,60064,Own,TXN000473,2025-01-15,Electronics,Product_32,2,49.79,0.01,203.63,579.18,CC,VISA,4426 Maple Ln,Pickup,PENDING,3,Yes,Store A,,375.54999999999995
98,5239,,40+,lisa622@outlook.com,699-533-6799,4117 Oak Ave,Los Angeles,IL,21084,rent,TXN004239,2026-04-01,Toys,Product_12,two,348.38,,165.43,374.24,paypal,master,4437 Maple Ln,Pickup,Shipped,2,False,Store A,,208.81
99,1933,Female,thirty,alex568@yahoo.com,356-912-7379,3237 Main St,Los Angeles,NY,89686,Lease,TXN000933,2026-03-16,Unknown,Product_75,-1,167.03,0.05,388.32,662.27,Check,Mastercard,7429 Cedar Blvd,Express,,3,No,store a,,273.95
100,5032,Female,18-25,jane878@outlook.com,123-456-7890,1384 Pine Rd,Philadelphia,IL,75636,Other,TXN004032,2025-07-30,Clothing,Product_44,5,222.97,0.34,-10.0,355.87,CC,Discover,1938 Cedar Blvd,Pickup,Shipped,10,Y,Store A,,365.87
101,2818,M,30,david948@hotmail.com,123-456-7890,6851 Cedar Blvd,Chicago,PA,82983,With Parents,TXN001818,2024-10-27,Unknown,Product_100,-1,price,0.2,290.72,125.57,Bank Transfer,VISA,4261 Cedar Blvd,Overnight,Returned,good,N,Store B,EXPIRED,-165.15000000000003
102,2781,F,,invalid_email,766-177-9667,2150 Pine Rd,New York,NC,59769,Rent,TXN001781,2025-03-10,Books,Product_64,,166.44,0.28,325.64,555.6,Bank Transfer,master,1840 Pine Rd,EXP,Delivered,1,No,Website,,229.96000000000004
